2837.8	2757.3	2659.7	2590.6	2513.9	2344.9	2208.5	1979.0	1764.9	1652.3	1505.1	1396.0	1305.4	1245.2	1108.4	1081.4	1050.4	997.7	986.3	988.7	995.0	1021.2	1060.8	1049.6	999.2	985.4	966.2	964.3	930.9	913.3	914.9	948.0	978.0	957.7	949.8	954.5	941.3	994.0	997.9	1029.7	981.4	1007.4	962.7	1013.9	1034.4	1017.3	1055.2	874.5	950.4	991.3	1045.5	1133.6	1141.2	1182.0	1175.4	1213.9	1251.2	1280.4	1323.4	1322.7	1390.7	1437.0	1438.5	929.7	
3092.8	3036.1	3011.8	2893.2	2762.4	2599.9	2454.9	2391.6	2162.0	1623.5	1490.5	1418.3	1340.7	1286.8	1253.4	1218.0	1165.9	1132.7	1106.5	1075.5	1122.2	1152.9	1143.0	1235.4	1222.5	1229.9	1266.3	1362.9	1427.1	1459.0	1440.8	1048.8	1506.6	1659.2	1642.5	1716.7	1685.9	1725.1	1861.6	1837.8	1843.8	1811.4	1870.8	1931.1	2048.2	2063.3	2109.9	1107.9	2120.9	2178.9	2225.7	2089.0	2156.8	2165.5	2294.1	2251.1	2306.0	2229.6	2163.0	2220.5	2242.2	2317.8	2338.7	1058.5	
3098.1	3050.4	3007.7	2893.9	2762.0	2632.5	2481.7	2370.3	2262.6	2110.1	1679.6	1567.4	1512.5	1436.6	1365.6	1237.6	1332.5	1842.0	1865.7	1959.5	2052.6	2050.8	2106.1	2119.9	2025.4	2119.7	2120.4	2130.3	2204.0	2294.5	2229.7	1270.6	2109.1	2137.4	2124.2	2148.8	2124.0	2228.0	2125.2	2211.3	2210.6	2218.0	2214.3	2215.5	2253.7	2265.0	2269.1	2179.6	2260.3	2254.4	2249.6	2252.3	2223.4	2233.1	2238.8	2236.8	2239.9	2226.0	2212.3	2207.1	2183.0	2192.4	2202.0	1280.8	
2395.9	2391.7	2473.3	2717.9	2767.8	2732.7	2689.7	2709.7	2670.3	2634.0	2573.4	2540.4	2500.5	2475.9	2406.7	2391.2	2493.8	2522.3	2570.6	2596.5	2800.2	2665.3	2794.6	2800.7	2800.2	2797.4	2802.0	2802.3	2803.4	2801.9	2796.4	2148.0	2795.0	2767.7	2801.1	2800.9	2787.6	2780.0	2783.9	2783.9	2776.6	2785.0	2774.4	2778.2	2780.0	2785.5	2784.3	2797.3	2774.4	2781.7	2779.4	2778.1	2774.2	2773.7	2771.6	2768.5	2769.9	2773.6	2760.8	2772.6	2765.0	2767.5	2764.8	2000.4	
2839.5	2839.2	2839.4	2839.8	2837.9	2836.0	2834.6	2832.2	2829.2	2829.8	2830.7	2829.7	2825.7	2819.6	2810.6	3069.0	3069.5	3064.5	3063.1	3058.6	3061.3	3058.6	3061.1	3059.8	3062.9	3063.4	3060.0	3060.0	3059.5	3057.0	3052.7	3048.0	3045.0	3046.0	3038.7	3041.7	3045.3	3045.7	3047.1	3046.6	3038.9	3046.7	3047.6	3044.5	3047.5	3059.4	3047.4	3039.1	3046.8	3049.0	3041.2	3042.1	3037.6	3033.9	3037.6	3045.5	3038.9	3034.5	3030.2	3029.4	3036.4	3031.6	3039.5	3043.3	
3106.5	3106.0	3106.2	3105.4	3103.5	3102.0	3098.1	3096.0	3094.6	3093.9	3095.1	3091.3	3090.3	3079.8	3072.6	3067.1	3066.5	3066.9	3066.7	3058.8	3056.0	3064.1	3054.1	3054.5	3059.6	3057.7	3058.6	3064.1	3055.8	3055.5	3052.9	3050.5	3047.3	3050.0	3045.6	3036.8	3038.3	3040.2	3050.1	3036.4	3051.9	3049.5	3059.7	3050.5	3049.4	3048.9	3048.0	3048.9	3054.2	3054.2	3061.3	3055.5	3045.2	3052.8	3052.8	3053.1	3056.4	3047.6	3063.1	3050.6	3058.8	3060.6	3068.6	3038.3	
3106.1	3106.5	3105.0	3104.4	3103.3	3101.0	3098.9	3097.1	3093.8	3093.1	3092.9	3093.1	3092.4	3084.3	3074.3	3072.1	3070.8	3066.1	3058.8	3064.3	3066.5	3058.1	3070.0	3063.7	3064.5	3067.3	3067.3	3056.5	3069.5	3072.4	3068.8	3056.6	3072.9	3067.5	3070.5	3068.0	3070.6	3071.4	3082.4	3079.8	3087.2	3072.6	3071.4	3087.2	3076.8	3069.9	3082.7	3056.0	3089.4	3090.1	3080.0	3075.2	3086.1	3086.8	3089.5	3081.3	3093.1	3084.4	3083.2	3088.7	3087.4	3078.7	3083.4	3024.9	
3106.1	3106.4	3104.9	3105.1	3104.2	3102.1	3097.1	3105.0	3097.2	3101.7	3097.8	3098.5	3098.9	3088.7	3091.3	3086.3	3086.9	3083.0	3090.5	3091.5	3089.0	3089.1	3084.6	3082.5	3082.4	3086.8	3089.9	3080.5	3081.1	3082.9	3088.2	3066.7	3088.3	3079.7	3091.2	3071.7	3087.9	3086.5	3084.9	3076.2	3077.8	3084.7	3083.4	3085.1	3079.3	3083.7	3075.9	3070.5	3083.6	3073.8	3077.8	3076.7	3070.6	3084.2	3074.9	3075.1	3082.0	3071.1	3077.4	3067.0	3072.9	3074.4	3066.8	3043.1	
3106.4	3103.6	3107.2	3104.8	3107.9	3101.6	3093.8	3095.7	3100.6	3103.4	3092.8	3094.0	3081.8	3090.7	3093.8	3078.3	3091.1	3077.7	3084.4	3084.0	3081.1	3085.1	3083.7	3070.5	3082.1	3075.2	3078.2	3076.6	3072.7	3072.0	3074.4	3067.6	3073.2	3076.9	3067.4	3075.3	3074.5	3071.7	3070.3	3071.3	3064.9	3069.0	3072.6	3056.6	3051.5	3054.4	3070.1	3039.7	3050.6	3071.0	3063.7	3057.4	3054.6	3044.1	3068.9	3062.0	3042.1	3048.1	3053.9	3054.8	3053.7	3048.8	3026.6	3027.5	
3105.3	3106.8	3103.2	3107.9	3096.6	3098.0	3093.1	3089.9	3095.9	3078.4	3086.3	3075.9	3083.9	3067.3	3068.7	3076.5	3075.0	3067.3	3075.9	3075.7	3062.0	3059.0	3062.0	3071.3	3051.7	3048.9	3052.9	3068.2	3067.2	3054.8	3035.3	3017.2	3030.9	3061.1	3040.6	3043.6	3027.9	3027.3	3027.7	3031.9	3022.5	3012.0	3028.0	3023.1	3012.6	3013.6	3024.0	3031.9	3010.9	3034.3	3014.0	3004.1	3013.2	3013.7	3010.9	3016.5	2998.0	2987.8	2998.6	2993.6	3001.2	2992.3	2983.2	2937.3	
3103.0	3100.2	3099.4	3094.4	3082.9	3081.2	3079.7	3071.2	3063.4	3066.9	3066.3	3058.1	3051.7	3059.0	3048.2	3044.8	3042.5	3031.9	3035.5	3044.9	3021.0	3023.1	3013.6	3026.8	3012.8	3015.2	3019.5	2998.6	2993.9	3006.2	2979.3	2970.1	2956.4	2965.2	2952.0	2978.5	3002.5	2994.9	2958.0	2964.4	2983.4	2946.3	2946.9	2920.7	3217.6	3223.6	3223.1	3270.1	3275.5	2955.2	2906.7	2913.2	2930.8	2927.3	2895.7	2879.4	2890.9	2908.2	2884.7	2895.8	2883.4	2870.6	2875.3	2843.1	
3101.1	3101.6	3087.9	3087.2	3075.7	3060.7	3052.8	3051.8	3047.6	3040.6	3023.1	3031.9	3015.2	3004.5	2993.6	2996.8	2972.3	2978.5	2994.9	2956.1	2946.3	2938.5	2927.8	2915.1	2914.8	2934.1	2938.2	2912.4	2885.3	2919.6	2835.1	2905.2	2864.5	2867.0	2841.7	2856.2	3358.7	3414.9	3389.7	3363.6	3410.9	3401.1	3390.9	3404.1	3452.4	2770.0	3425.7	3434.8	3417.3	3511.6	3418.9	2765.6	3522.1	3515.3	3476.8	2729.7	2722.1	3489.8	2706.3	3410.9	2678.8	3396.5	3447.4	2704.4	
3100.7	3076.5	3060.7	3072.9	3044.9	3021.6	2998.6	2990.1	2971.0	2956.1	2947.4	3246.1	2923.7	2912.4	2872.4	2918.0	2841.0	2870.0	2857.4	3321.6	3401.1	2794.1	3426.6	3434.8	3482.8	3439.6	3484.2	2710.2	2714.3	3410.9	3430.4	3576.8	3465.1	3465.1	2644.0	3597.1	3635.0	3628.2	3543.8	3442.6	3192.4	3167.3	3248.5	3138.8	3529.7	3614.0	3706.5	3562.9	3945.5	3472.2	3523.8	3777.9	3450.1	3847.2	3628.5	3719.9	3953.5	3817.0	3815.3	3760.0	4049.3	3728.7	3672.2	3868.0	
3080.1	3048.3	3037.1	2990.1	2964.4	2924.7	2890.3	2867.6	2856.2	2768.0	3428.2	3408.4	3468.7	2672.0	2647.3	2726.6	3465.1	3597.1	3775.3	2573.6	2533.8	2491.6	2434.7	3808.6	3782.2	3849.2	3847.2	3794.2	4071.5	3681.6	3898.2	3960.1	3836.3	3712.6	3898.2	3670.8	3970.4	3757.7	3898.2	3582.1	3675.4	3406.5	3982.0	4028.1	3695.2	3730.5	3768.3	3681.6	3370.3	3629.4	3465.1	3898.2	3848.2	3360.5	3434.1	2789.9	3416.9	3498.4	3091.7	2945.3	3482.4	2766.5	3519.2	4376.9	
3051.8	2996.8	3270.1	2905.2	3342.5	3434.8	3449.3	3576.8	3470.2	2548.8	3607.3	3621.3	3849.2	3648.3	3760.0	3960.1	3803.1	3670.8	3972.5	3898.2	3819.4	3776.4	3614.0	3808.6	3395.2	4054.1	3360.5	3270.9	2934.1	3398.4	3430.4	4158.1	3836.3	3898.2	3276.7	3829.8	4203.9	4051.1	3974.6	3681.6	3351.1	3282.7	3592.5	2988.6	3439.6	3573.4	3492.1	3210.3	3329.7	3465.1	3248.5	3898.2	2743.2	3434.1	2671.0	3341.3	3248.5	3031.9	2454.4	3155.7	3062.9	3062.9	3198.5	2772.1	
